Date,AMC,AMZN,BTC-USD,GME,QQQ,VWUSX,^GSPC
2008-02-06,,68.49,,33.18,37.9,16.15,1326.45
2008-02-07,,70.91,,33.11,38.16,16.32,1336.91
2008-02-08,,73.5,,33.83,38.6,16.38,1331.29
2008-02-11,,75.19,,33.83,39.01,16.53,1339.13
2008-02-12,,74.45,,33.06,38.79,,1348.86
2008-02-13,,77.73,,31.86,39.64,16.85,1367.21
2008-02-14,,75.8,,30.81,38.93,,1348.86
2008-02-15,,72.96,,32.07,38.79,16.56,1349.99
2008-02-19,,72.08,,31.55,38.72,16.52,1348.78
2008-02-20,,73.64,,30.8,38.9,16.64,1360.03
2008-02-21,,69.9,,30.97,38.53,16.48,1342.53
2008-02-22,,72.08,,31.15,38.67,16.59,1353.11
2008-02-25,,73.27,,31.01,38.86,16.81,1371.8
2008-02-26,,71.69,,31.72,39.01,16.87,1381.29
2008-02-27,,70.87,,31.92,39.21,,1380.02
2008-02-28,,67.85,,30.34,39.06,,1367.68
2008-02-29,,64.47,,28.52,38.02,16.41,1330.63
2008-03-03,,62.43,,28.78,37.77,16.36,1331.34
2008-03-04,,65.34,,29.36,37.99,16.29,1326.75
2008-03-05,,64.99,,30.45,38.17,16.41,1333.7
2008-03-06,,62.74,,29.19,37.33,16.08,1304.34
2008-03-07,,64.09,,28.74,37.24,15.9,1293.37
2008-03-10,,63.47,,29.17,36.53,15.53,1273.37
2008-03-11,,67.15,,31.56,37.92,16.03,1320.65
2008-03-12,,66.51,,31.14,37.81,16.02,1308.77
2008-03-13,,68.32,,31.76,38.1,16.17,1315.48
2008-03-14,,68.22,,33.03,37.4,15.86,1288.14
2008-03-17,,66.53,,31.65,36.72,15.6,1276.6
2008-03-18,,71.7,,32.69,38.36,16.24,1330.74
2008-03-19,,70.17,,31.63,37.41,15.87,1298.42
2008-03-20,,73.19,,33.79,38.18,16.11,1329.51
2008-03-24,,75.95,,36.35,39.5,,1349.88
2008-03-25,,75.17,,36.26,39.72,,1352.99
2008-03-26,,73.8,,35.67,39.6,,1341.13
2008-03-27,,70.8,,36.36,38.73,,1325.76
2008-03-28,,69.76,,34.94,38.53,16.28,1315.22
2008-03-31,,71.3,,34.82,38.73,16.4,1322.7
2008-04-01,,76.7,,37.48,40.39,16.96,1370.18
2008-04-02,,77.37,,37.48,40.3,16.89,1367.53
2008-04-03,,74.94,,37.97,40.39,16.93,1369.31
2008-04-04,,76.87,,37.99,40.63,17.06,1370.4
2008-04-07,,76.9,,37.75,40.54,17.02,1372.54
2008-04-08,,77.3,,37.27,40.23,,1365.54
2008-04-09,,74.39,,36.15,39.78,16.83,1354.49
2008-04-10,,74.83,,37.16,40.35,,1360.55
2008-04-11,,71.99,,36.72,39.23,16.65,1332.83
2008-04-14,,72.61,,36.96,39.05,16.6,1328.32
2008-04-15,,72.5,,37.6,39.11,16.63,1334.43
2008-04-16,,74.59,,38.15,40.2,17.05,1364.71
2008-04-17,,74.04,,38.41,40.11,16.94,1365.56
2008-04-18,,80.1,,38.14,41.38,17.42,1390.33
2008-04-21,,80.18,,37.42,41.68,17.51,1388.17
2008-04-22,,79.6,,36.93,41.06,17.34,1375.94
2008-04-23,,81.0,,37.17,41.51,17.39,1379.93
2008-04-24,,77.69,,37.68,41.88,17.48,1388.82
2008-04-25,,80.86,,37.83,41.77,17.56,1397.84
2008-04-28,,81.97,,37.11,41.85,17.6,1396.37
2008-04-29,,80.74,,36.78,42.17,,1390.94
2008-04-30,,78.63,,37.06,41.83,,1385.59
2008-05-01,,79.36,,37.97,43.15,17.69,1409.34
2008-05-02,,77.31,,36.35,43.21,17.74,1413.9
2008-05-05,,75.92,,35.52,43.08,17.76,1407.49
2008-05-06,,75.71,,36.29,43.35,17.88,1418.26
2008-05-07,,73.18,,35.13,42.56,17.53,1392.57
2008-05-08,,72.79,,34.38,42.88,17.68,1397.68
2008-05-09,,72.41,,34.49,42.71,17.59,1388.28
2008-05-12,,74.53,,36.43,43.49,17.82,1403.58
2008-05-13,,74.56,,36.76,43.61,17.87,1403.04
2008-05-14,,74.2,,37.01,43.51,17.85,1408.66
2008-05-15,,76.12,,37.33,44.27,18.06,1423.57
2008-05-16,,76.46,,36.27,44.31,18.15,1425.35
2008-05-19,,82.29,,35.15,43.99,18.07,1426.63
2008-05-20,,80.72,,34.73,43.65,17.93,1413.4
2008-05-21,,78.3,,34.23,42.69,17.57,1390.71
2008-05-22,,79.26,,32.89,42.84,17.55,1394.35
2008-05-23,,78.35,,33.24,42.7,,1375.93
2008-05-27,,80.62,,33.33,43.46,17.58,1385.35
2008-05-28,,80.08,,33.86,43.63,,1390.84
2008-05-29,,80.35,,33.12,44.02,17.85,1398.26
2008-05-30,,81.62,,33.4,44.31,,1400.38
2008-06-02,,80.23,,33.1,43.77,17.77,1385.67
2008-06-03,,80.11,,32.61,43.53,17.71,1377.65
2008-06-04,,81.5,,31.9,44.09,17.81,1377.2
2008-06-05,,84.51,,32.02,44.79,18.18,1404.05
2008-06-06,,80.63,,30.3,43.44,,1360.68
2008-06-09,,79.43,,30.86,43.21,,1361.76
2008-06-10,,79.62,,30.05,43.0,,1358.44
2008-06-11,,77.28,,28.62,41.97,17.29,1335.49
2008-06-12,,76.15,,28.9,42.01,17.28,1339.87
2008-06-13,,79.17,,29.97,42.85,17.65,1360.03
2008-06-16,,81.7,,32.28,43.23,,1360.14
2008-06-17,,82.97,,31.55,43.0,17.72,1350.93
2008-06-18,,82.52,,31.41,42.54,,1337.81
2008-06-19,,84.26,,32.28,43.21,,1342.83
2008-06-20,,81.1,,30.58,42.04,,1317.93
2008-06-23,,80.68,,30.8,41.71,,1318.0
2008-06-24,,79.64,,30.57,41.5,,1314.29
2008-06-25,,80.51,,30.99,42.17,17.4,1321.97
2008-06-26,,76.3,,29.31,40.47,,1283.15
2008-06-27,,74.66,,28.84,40.47,,1278.38
2008-06-30,,73.33,,27.2,40.05,,1280.0
2008-07-01,,73.62,,27.44,40.61,17.05,1284.91
2008-07-02,,71.44,,27.21,39.64,,1261.52
2008-07-03,,72.0,,26.11,39.57,16.66,1262.9
2008-07-07,,72.49,,26.5,39.81,,1252.31
2008-07-08,,75.04,,27.41,40.76,16.72,1273.7
2008-07-09,,70.61,,26.51,39.67,,1244.69
2008-07-10,,70.63,,26.2,40.14,,1253.39
2008-07-11,,68.54,,26.45,39.51,16.39,1239.49
2008-07-14,,66.28,,27.11,39.21,16.31,1228.3
2008-07-15,,67.03,,27.75,39.22,16.25,1214.91
2008-07-16,,71.84,,28.78,40.2,,1245.36
2008-07-17,,72.11,,29.17,40.46,,1260.32
2008-07-18,,69.12,,30.47,39.53,,1260.68
2008-07-21,,68.48,,28.99,39.7,16.74,1260.0
2008-07-22,,67.97,,29.25,39.7,,1277.0
2008-07-23,,70.54,,29.78,40.22,16.77,1282.19
2008-07-24,,78.72,,28.66,39.62,,1252.54
2008-07-25,,78.31,,27.97,40.14,,1257.76
2008-07-28,,75.98,,27.32,39.38,,1234.37
2008-07-29,,78.21,,27.94,40.2,16.69,1263.2
2008-07-30,,78.21,,27.62,40.4,,1284.26
2008-07-31,,76.34,,27.28,40.3,,1267.38
2008-08-01,,75.75,,26.82,39.79,,1260.31
2008-08-04,,75.71,,26.55,39.39,,1249.01
2008-08-05,,79.11,,28.88,40.72,,1284.88
2008-08-06,,78.09,,28.8,41.34,,1289.19
2008-08-07,,76.95,,27.89,41.02,,1266.07
2008-08-08,,80.51,,29.77,41.95,17.03,1296.32
2008-08-11,,88.09,,30.82,42.33,17.11,1305.32
2008-08-12,,87.25,,30.4,42.38,17.04,1289.59
2008-08-13,,86.69,,29.77,42.29,,1285.83
2008-08-14,,88.03,,29.91,42.78,17.17,1292.93
2008-08-15,,86.4,,29.09,42.7,17.19,1298.2
2008-08-18,,83.11,,29.75,42.2,16.97,1278.6
2008-08-19,,81.29,,29.65,41.68,,1266.69
2008-08-20,,82.13,,29.3,41.75,17.0,1274.54
2008-08-21,,83.26,,29.28,41.55,,1277.72
2008-08-22,,85.26,,29.73,42.1,17.18,1292.2
2008-08-25,,82.85,,29.13,41.22,,1266.84
2008-08-26,,81.76,,29.03,41.16,16.89,1271.51
2008-08-27,,81.73,,29.02,41.43,16.99,1281.66
2008-08-28,,83.42,,29.69,41.77,17.1,1300.68
2008-08-29,,80.81,,29.54,40.89,16.84,1282.83
2008-09-02,,81.41,,30.55,40.38,,1277.58
2008-09-03,,80.77,,29.56,40.0,16.51,1274.98
2008-09-04,,78.03,,29.58,38.71,16.09,1236.83
2008-09-05,,79.19,,29.38,38.52,16.05,1242.31
2008-09-08,,81.16,,29.81,38.45,16.12,1267.79
2008-09-09,,79.04,,29.32,37.64,15.68,1224.51
2008-09-10,,76.74,,28.79,37.95,15.83,1232.04
2008-09-11,,79.51,,28.75,38.65,16.14,1249.05
2008-09-12,,78.3,,27.75,38.5,,1251.7
2008-09-15,,77.34,,26.19,37.31,15.61,1192.7
2008-09-16,,78.73,,26.99,37.6,15.93,1213.6
2008-09-17,,71.54,,25.32,35.65,15.15,1156.39
2008-09-18,,76.5,,25.92,36.85,15.66,1206.51
2008-09-19,,81.0,,25.38,38.06,,1255.08
2008-09-22,,74.93,,24.43,36.27,,1207.09
2008-09-23,,71.76,,23.53,35.99,15.35,1188.22
2008-09-24,,69.96,,23.3,36.24,15.39,1185.87
2008-09-25,,72.08,,24.27,36.82,15.61,1209.18
2008-09-26,,70.7,,24.35,36.44,15.56,1213.27
2008-09-29,,63.35,,23.03,33.55,14.15,1106.42
2008-09-30,,72.76,,23.03,34.52,14.88,1166.36
2008-10-01,,69.58,,24.27,34.16,14.81,1161.06
2008-10-02,,67.36,,24.11,32.6,14.16,1114.28
2008-10-03,,67.0,,23.75,32.1,14.02,1099.23
2008-10-06,,65.23,,22.97,30.93,13.45,1056.89
2008-10-07,,58.52,,20.7,28.97,12.89,996.23
2008-10-08,,61.02,,20.34,28.74,,984.94
2008-10-09,,56.0,,19.59,27.96,12.2,909.92
2008-10-10,,56.25,,19.59,27.79,12.09,899.22
2008-10-13,,62.02,,22.57,31.17,13.49,1003.35
2008-10-14,,55.86,,20.44,29.82,13.11,998.01
2008-10-15,,48.72,,18.67,27.15,12.07,907.84
2008-10-16,,50.29,,20.74,28.62,12.57,946.43
2008-10-17,,50.65,,21.44,28.66,12.57,940.55
2008-10-20,,52.97,,22.35,29.45,13.06,985.4
2008-10-21,,50.23,,20.51,27.93,,955.05
2008-10-22,,49.99,,19.01,27.16,12.0,896.78
2008-10-23,,50.32,,18.23,27.05,11.88,908.11
2008-10-24,,48.96,,17.32,26.18,11.42,876.77
2008-10-27,,49.58,,16.97,25.45,11.02,848.92
2008-10-28,,56.04,,19.47,28.27,12.08,940.51
2008-10-29,,56.89,,19.82,28.19,12.18,930.09
2008-10-30,,56.71,,19.82,29.13,12.52,954.09
2008-10-31,,57.24,,18.44,29.18,12.58,968.75
2008-11-03,,55.77,,18.16,29.12,12.54,966.3
2008-11-04,,58.45,,18.68,29.94,12.92,1005.75
2008-11-05,,51.98,,17.02,28.38,12.33,952.77
2008-11-06,,47.22,,16.03,27.11,11.83,904.88
2008-11-07,,49.21,,16.9,27.67,12.12,930.99
2008-11-10,,48.46,,16.48,27.3,11.98,919.21
2008-11-11,,46.3,,15.76,26.7,11.71,898.95
2008-11-12,,41.56,,14.84,25.47,11.22,852.3
2008-11-13,,44.93,,16.72,27.02,11.92,911.29
2008-11-14,,41.75,,15.67,25.71,11.41,873.29
2008-11-17,,39.69,,15.32,25.17,11.17,850.75
2008-11-18,,38.44,,14.95,25.14,11.3,859.12
2008-11-19,,35.84,,13.84,23.83,10.76,806.58
2008-11-20,,35.03,,11.78,22.68,10.14,752.44
2008-11-21,,37.87,,12.11,23.66,10.6,800.03
2008-11-24,,42.5,,13.61,25.11,11.11,851.81
2008-11-25,,42.19,,13.92,24.99,,857.39
2008-11-26,,43.96,,14.81,26.04,11.53,887.68
2008-11-28,,42.7,,14.71,25.83,11.59,896.24
2008-12-01,,40.47,,13.03,23.89,10.65,816.21
2008-12-02,,41.19,,12.8,24.69,10.97,848.81
2008-12-03,,45.21,,12.69,25.39,11.25,870.74
2008-12-04,,47.32,,13.59,24.67,10.95,845.22
2008-12-05,,48.26,,14.32,25.67,,876.07
2008-12-08,,51.41,,16.83,26.69,11.68,909.7
2008-12-09,,51.25,,15.64,26.62,11.45,888.67
2008-12-10,,49.7,,16.22,26.54,11.54,899.24
2008-12-11,,48.25,,15.38,25.81,11.2,873.59
2008-12-12,,51.25,,16.25,26.33,11.27,879.73
2008-12-15,,48.85,,15.57,25.87,11.14,868.57
2008-12-16,,52.63,,17.3,27.11,11.65,913.18
2008-12-17,,53.18,,17.28,26.78,11.57,904.42
2008-12-18,,52.08,,16.42,26.31,11.44,885.28
2008-12-19,,51.56,,16.56,26.53,,887.88
2008-12-22,,49.84,,15.58,25.95,,871.63
2008-12-23,,51.08,,14.93,25.82,11.13,863.16
2008-12-24,,51.44,,15.69,25.89,11.21,868.15
2008-12-26,,51.78,,15.58,25.88,11.23,872.8
2008-12-29,,49.4,,14.78,25.67,11.27,869.42
2008-12-30,,50.76,,14.91,26.2,11.52,890.64
2008-12-31,,51.28,,14.58,26.42,11.65,903.25
2009-01-02,,54.36,,15.61,27.57,12.0,931.8
2009-01-05,,54.06,,16.04,27.56,11.98,927.45
2009-01-06,,57.36,,15.84,27.84,12.01,934.7
2009-01-07,,56.2,,15.22,27.04,11.79,906.65
2009-01-08,,57.16,,17.22,27.33,11.78,909.73
2009-01-09,,55.51,,17.59,26.72,11.55,890.35
2009-01-12,,51.92,,17.15,26.23,11.36,870.26
2009-01-13,,51.45,,16.59,26.24,11.38,871.79
2009-01-14,,48.49,,15.78,25.44,11.06,842.62
2009-01-15,,51.44,,16.04,25.85,11.13,843.74
2009-01-16,,51.59,,16.62,26.14,11.21,850.12
2009-01-20,,48.44,,15.52,24.84,10.69,805.22
2009-01-21,,50.54,,16.45,25.9,11.14,840.24
2009-01-22,,49.94,,16.38,25.55,11.03,827.5
2009-01-23,,50.63,,17.38,25.68,11.15,831.95
2009-01-26,,49.63,,17.88,25.86,,836.57
2009-01-27,,48.44,,17.75,26.05,11.29,845.71
2009-01-28,,50.36,,18.95,26.96,11.62,874.09
2009-01-29,,50.0,,17.72,26.28,,845.14
2009-01-30,,58.82,,16.68,25.82,,825.88
2009-02-02,,61.15,,17.14,26.13,,825.44
2009-02-03,,63.59,,17.25,26.54,11.32,838.51
2009-02-04,,61.06,,17.5,26.57,,832.23
2009-02-05,,63.18,,18.25,27.16,11.48,845.85
2009-02-06,,66.55,,18.86,27.87,11.75,868.6
2009-02-09,,66.71,,18.46,27.99,11.76,869.89
2009-02-10,,63.31,,18.11,26.96,11.31,827.16
2009-02-11,,64.35,,17.85,26.83,11.33,833.74
2009-02-12,,63.96,,18.17,27.16,11.43,835.19
2009-02-13,,63.26,,17.67,27.04,,826.84
2009-02-17,,61.67,,16.85,25.96,10.94,789.17
2009-02-18,,62.35,,16.74,25.98,10.99,788.42
2009-02-19,,61.95,,17.93,25.58,10.87,778.94
2009-02-20,,63.86,,17.96,25.65,10.83,770.05
2009-02-23,,61.71,,17.65,24.75,10.44,743.33
2009-02-24,,65.6,,18.42,25.57,10.77,773.14
2009-02-25,,63.71,,19.06,25.4,10.65,764.9
2009-02-26,,62.34,,18.18,24.69,10.46,752.83
2009-02-27,,64.79,,18.13,24.46,10.29,735.09
2009-03-02,,61.99,,17.57,23.67,9.91,700.82
2009-03-03,,61.7,,17.49,23.65,9.95,696.33
2009-03-04,,64.81,,18.38,24.28,10.18,712.87
2009-03-05,,64.77,,15.8,23.55,9.86,682.55
2009-03-06,,61.69,,15.07,23.37,9.88,683.38
2009-03-09,,60.49,,15.42,22.87,9.71,676.53
2009-03-10,,65.71,,16.97,24.28,10.19,719.6
2009-03-11,,68.54,,17.01,24.65,10.27,721.36
2009-03-12,,69.58,,17.1,25.47,10.61,750.74
2009-03-13,,68.63,,17.28,25.53,10.66,756.55
2009-03-16,,66.98,,16.44,25.11,10.62,753.89
2009-03-17,,71.35,,16.8,26.06,10.96,778.12
2009-03-18,,71.25,,16.72,26.39,11.03,794.35
2009-03-19,,70.1,,17.12,26.37,10.92,784.04
2009-03-20,,69.96,,16.73,25.97,10.78,768.54
2009-03-23,,75.58,,17.92,27.5,11.44,822.92
2009-03-24,,72.81,,18.21,26.99,11.23,806.12
2009-03-25,,72.4,,18.07,27.12,,813.88
2009-03-26,,73.69,,17.65,27.95,,832.86
2009-03-27,,70.52,,18.74,27.43,11.34,815.94
2009-03-30,,71.44,,18.23,26.75,11.04,787.53
2009-03-31,,73.44,,18.87,26.98,11.17,797.87
2009-04-01,,73.5,,18.99,27.38,11.28,811.08
2009-04-02,,76.34,,20.27,28.26,11.61,834.38
2009-04-03,,78.17,,20.05,28.79,11.73,842.5
2009-04-06,,77.99,,19.27,28.72,11.63,835.48
2009-04-07,,75.51,,19.69,27.96,11.39,815.55
2009-04-08,,76.98,,20.43,28.43,11.53,825.16
2009-04-09,,79.77,,21.83,29.31,11.87,856.56
2009-04-13,,78.94,,21.74,29.27,11.88,858.73
2009-04-14,,77.22,,21.2,28.91,,841.5
2009-04-15,,74.71,,21.48,28.83,11.72,852.06
2009-04-16,,77.25,,20.0,29.58,11.92,865.3
2009-04-17,,78.05,,19.41,29.64,11.94,869.6
2009-04-20,,77.57,,19.12,28.69,11.5,832.39
2009-04-21,,78.74,,20.06,29.09,11.7,850.08
2009-04-22,,79.2,,20.1,29.18,,843.55
2009-04-23,,80.61,,20.54,29.47,11.8,851.92
2009-04-24,,84.46,,21.08,29.98,12.02,866.23
2009-04-27,,83.12,,20.52,30.02,11.99,857.51
2009-04-28,,82.4,,19.98,29.79,11.93,855.16
2009-04-29,,79.79,,20.26,30.2,12.18,873.64
2009-04-30,,80.52,,20.31,30.51,12.17,872.81
2009-05-01,,78.96,,19.75,30.59,,877.52
2009-05-04,,79.77,,19.75,31.19,12.57,907.24
2009-05-05,,81.9,,19.59,31.17,12.54,903.8
2009-05-06,,81.99,,18.52,31.17,12.66,919.53
2009-05-07,,79.28,,18.12,30.44,12.41,907.39
2009-05-08,,77.95,,17.59,30.46,12.6,929.23
2009-05-11,,78.61,,17.95,30.57,12.44,909.24
2009-05-12,,77.93,,17.67,30.2,12.38,908.35
2009-05-13,,74.19,,17.28,29.39,12.06,883.92
2009-05-14,,75.11,,17.49,29.71,,893.07
2009-05-15,,73.6,,17.82,29.7,12.07,882.88
2009-05-18,,75.95,,17.69,30.47,,909.71
2009-05-19,,77.87,,17.38,30.61,,908.13
2009-05-20,,77.97,,17.82,30.51,,903.47
2009-05-21,,75.96,,15.07,29.95,,888.33
2009-05-22,,75.64,,15.18,29.85,12.16,887.0
2009-05-26,,78.39,,15.73,30.96,12.52,910.33
2009-05-27,,77.1,,14.82,30.75,12.34,893.06
2009-05-28,,77.65,,15.84,31.1,12.55,906.83
2009-05-29,,77.99,,16.8,31.49,12.69,919.14
2009-06-01,,83.05,,17.37,32.38,13.03,942.87
2009-06-02,,84.93,,16.37,32.43,,944.74
2009-06-03,,85.68,,16.27,32.33,12.9,931.76
2009-06-04,,85.52,,16.46,32.7,13.09,942.46
2009-06-05,,87.56,,16.09,32.73,13.1,940.09
2009-06-08,,86.36,,16.38,32.63,13.07,939.14
2009-06-09,,87.08,,16.83,32.88,13.16,942.43
2009-06-10,,86.59,,16.8,32.77,13.11,939.15
2009-06-11,,85.69,,16.57,32.77,13.15,944.89
2009-06-12,,84.08,,16.24,32.62,13.13,946.21
2009-06-15,,83.18,,15.94,31.95,12.81,923.72
2009-06-16,,82.15,,15.48,31.64,,911.97
2009-06-17,,82.65,,15.65,31.94,,910.71
2009-06-18,,81.6,,15.35,31.88,12.76,918.37
2009-06-19,,82.96,,15.45,32.22,12.82,921.23
2009-06-22,,79.15,,14.79,31.26,,893.04
2009-06-23,,77.68,,14.72,31.19,12.45,895.1
2009-06-24,,79.27,,14.7,31.71,,900.94
2009-06-25,,82.2,,14.95,32.34,12.83,920.26
2009-06-26,,83.88,,14.93,32.41,12.84,918.9
2009-06-29,,83.03,,14.93,32.48,12.93,927.23
2009-06-30,,83.66,,14.82,32.42,,919.32
2009-07-01,,81.6,,15.12,32.43,,923.33
2009-07-02,,79.32,,14.19,31.72,12.53,896.42
2009-07-06,,78.1,,14.17,31.55,,898.72
2009-07-07,,75.63,,13.78,30.77,12.26,881.03
2009-07-08,,77.36,,14.1,30.93,12.25,879.56
2009-07-09,,78.1,,13.93,30.98,,882.68
2009-07-10,,77.63,,13.76,31.11,12.32,879.13
2009-07-13,,81.47,,14.16,31.71,12.58,901.05
2009-07-14,,81.95,,14.56,31.83,12.64,905.84
2009-07-15,,84.55,,14.57,32.9,,932.68
2009-07-16,,86.11,,14.91,33.29,13.17,940.74
2009-07-17,,85.85,,14.79,33.47,13.22,940.38
2009-07-20,,88.23,,15.04,33.79,13.39,951.13
2009-07-21,,89.01,,15.43,34.02,13.44,954.58
2009-07-22,,88.79,,15.9,34.3,13.47,954.07
2009-07-23,,93.87,,16.09,35.06,13.74,976.29
2009-07-24,,86.49,,16.26,34.79,13.77,979.26
2009-07-27,,84.24,,15.84,35.06,13.76,982.18
2009-07-28,,84.98,,15.35,34.82,13.72,979.62
2009-07-29,,84.34,,14.73,35.05,13.65,975.15
2009-07-30,,86.09,,14.46,35.26,13.81,986.75
2009-07-31,,85.76,,14.74,35.15,13.83,987.48
2009-08-03,,87.44,,15.39,35.68,14.07,1002.63
2009-08-04,,85.8,,16.44,35.68,14.05,1005.65
2009-08-05,,84.29,,16.26,35.4,13.97,1002.72
2009-08-06,,84.47,,16.51,35.09,13.86,997.08
2009-08-07,,85.32,,16.94,35.53,14.01,1010.48
2009-08-10,,84.44,,16.27,35.28,13.91,1007.1
2009-08-11,,83.56,,16.63,34.98,13.78,994.35
2009-08-12,,85.96,,17.26,35.53,13.95,1005.81
2009-08-13,,84.6,,17.73,35.72,,1012.73
2009-08-14,,83.58,,17.8,35.31,13.91,1004.09
2009-08-17,,81.06,,16.89,34.29,13.53,979.73
2009-08-18,,82.12,,16.52,34.78,13.71,989.67
2009-08-19,,83.0,,16.95,35.02,13.79,996.46
2009-08-20,,84.09,,15.76,35.43,13.94,1007.37
2009-08-21,,85.0,,15.57,35.9,14.17,1026.13
2009-08-24,,84.5,,15.19,35.86,14.14,1025.57
2009-08-25,,84.19,,15.1,35.97,14.2,1028.0
2009-08-26,,84.0,,15.19,35.91,14.18,1028.12
2009-08-27,,84.31,,15.5,36.0,,1030.98
2009-08-28,,82.76,,15.8,36.03,,1028.93
2009-08-31,,81.19,,16.02,35.67,14.1,1020.62
2009-09-01,,79.16,,15.7,35.0,,998.04
2009-09-02,,78.14,,15.8,34.97,13.8,994.75
2009-09-03,,78.46,,16.13,35.2,13.96,1003.24
2009-09-04,,78.87,,16.2,35.96,14.15,1016.4
2009-09-08,,80.9,,16.79,36.3,14.32,1025.39
2009-09-09,,82.24,,16.87,36.61,14.43,1033.37
2009-09-10,,83.85,,16.85,36.96,14.58,1044.14
2009-09-11,,84.54,,16.63,37.0,,1042.73
2009-09-14,,83.86,,17.23,37.14,14.64,1049.34
2009-09-15,,83.55,,17.06,37.25,14.66,1052.63
2009-09-16,,90.7,,17.38,37.8,14.89,1068.76
2009-09-17,,90.44,,17.37,37.79,14.87,1065.49
2009-09-18,,90.28,,18.04,37.85,,1068.3
2009-09-21,,90.56,,17.69,37.97,14.87,1064.66
2009-09-22,,93.75,,17.67,38.04,14.97,1071.66
2009-09-23,,92.38,,17.95,37.86,14.84,1060.87
2009-09-24,,92.11,,17.66,37.52,14.68,1050.78
2009-09-25,,90.52,,17.53,37.19,14.59,1044.38
2009-09-28,,92.21,,17.65,37.82,,1062.98
2009-09-29,,91.72,,18.04,37.66,14.81,1060.61
2009-09-30,,93.36,,17.82,37.68,14.79,1057.08
2009-10-01,,91.04,,17.52,36.57,14.36,1029.85
2009-10-02,,89.85,,17.29,36.46,14.34,1025.21
2009-10-05,,88.67,,17.53,36.75,14.54,1040.46
2009-10-06,,90.91,,17.92,37.41,14.78,1054.72
2009-10-07,,93.97,,17.67,37.51,,1057.58
2009-10-08,,95.22,,18.43,37.67,15.0,1065.48
2009-10-09,,95.71,,18.15,37.89,15.09,1071.49
2009-10-12,,93.6,,18.08,37.97,15.14,1076.19
2009-10-13,,94.83,,18.41,37.98,15.12,1073.19
2009-10-14,,97.46,,18.96,38.49,15.43,1092.02
2009-10-15,,96.01,,18.74,38.4,15.45,1096.56
2009-10-16,,95.32,,18.67,38.15,15.36,1087.68
2009-10-19,,94.68,,18.96,38.54,15.5,1097.91
2009-10-20,,94.98,,17.27,38.55,15.46,1091.06
2009-10-21,,93.42,,17.06,38.48,15.34,1081.4
2009-10-22,,93.45,,16.99,38.63,15.48,1092.91
2009-10-23,,118.49,,16.68,38.47,15.29,1079.6
2009-10-26,,124.64,,16.21,38.34,15.11,1066.95
2009-10-27,,122.07,,16.56,37.76,14.98,1063.41
2009-10-28,,121.64,,16.31,36.92,,1042.63
2009-10-29,,122.58,,16.53,37.54,15.02,1066.11
2009-10-30,,118.81,,16.35,36.53,,1036.19
2009-11-02,,118.84,,16.29,36.68,,1042.88
2009-11-03,,118.37,,16.15,36.8,14.74,1045.41
2009-11-04,,117.1,,15.98,36.86,,1046.5
2009-11-05,,120.61,,16.29,37.77,15.08,1066.63
2009-11-06,,126.2,,16.58,37.99,,1069.3
2009-11-09,,126.67,,17.17,38.81,,1093.08
2009-11-10,,130.15,,16.95,38.9,15.45,1093.01
2009-11-11,,129.91,,16.45,39.15,15.51,1098.51
2009-11-12,,130.53,,16.58,38.93,,1087.24
2009-11-13,,132.97,,15.95,39.25,,1093.48
2009-11-16,,131.59,,16.43,39.65,15.67,1109.3
2009-11-17,,131.25,,16.14,39.78,15.7,1110.32
2009-11-18,,131.29,,16.22,39.56,15.64,1109.8
2009-11-19,,128.99,,16.5,38.94,15.4,1094.9
2009-11-20,,129.66,,17.16,38.74,15.32,1091.38
2009-11-23,,133.0,,17.28,39.37,15.54,1106.24
2009-11-24,,132.94,,17.02,39.23,15.49,1105.65
2009-11-25,,134.03,,17.24,39.4,15.55,1110.63
2009-11-27,,131.74,,17.05,38.81,15.27,1091.49
2009-11-30,,135.91,,16.44,38.85,15.31,1095.63
2009-12-01,,138.5,,16.05,39.25,15.47,1108.86
2009-12-02,,142.25,,14.73,39.31,,1109.24
2009-12-03,,141.17,,14.37,39.14,15.37,1099.92
2009-12-04,,137.58,,14.36,39.35,,1105.98
2009-12-07,,134.21,,14.77,39.16,15.35,1103.25
2009-12-08,,134.11,,14.37,38.92,15.19,1091.94
2009-12-09,,131.31,,14.02,39.31,,1095.95
2009-12-10,,135.38,,14.26,39.51,15.38,1102.35
2009-12-11,,134.15,,14.62,39.36,,1106.41
2009-12-14,,131.38,,15.0,39.73,,1114.11
2009-12-15,,130.23,,15.02,39.51,15.42,1107.93
2009-12-16,,128.36,,15.11,39.56,,1109.18
2009-12-17,,126.91,,15.25,39.08,15.23,1096.08
2009-12-18,,128.48,,15.14,39.72,,1102.47
2009-12-21,,132.79,,15.23,40.17,,1114.05
2009-12-22,,133.75,,14.96,40.41,15.62,1118.02
2009-12-23,,138.94,,14.82,40.7,15.69,1120.59
2009-12-24,,138.47,,14.82,41.08,15.8,1126.48
2009-12-28,,139.31,,14.97,41.29,15.84,1127.78
2009-12-29,,139.41,,14.93,41.12,15.82,1126.2
2009-12-30,,136.49,,14.93,41.25,15.86,1126.42
2009-12-31,,134.52,,14.77,40.87,15.73,1115.1
2010-01-04,,133.9,,15.42,41.47,15.96,1132.99
2010-01-05,,134.69,,15.84,41.47,16.0,1136.52
