Date,AMC,AMZN,BTC-USD,GME,QQQ,VWUSX,^GSPC
2001-08-03,,12.15,,,37.49,18.32,1214.35
2001-08-06,,11.9,,,36.9,18.08,1200.48
2001-08-07,,11.6,,,36.71,18.11,1204.4
2001-08-08,,11.11,,,35.16,17.7,1183.53
2001-08-09,,10.46,,,35.31,,1183.43
2001-08-10,,9.95,,,34.97,17.75,1190.16
2001-08-13,,10.12,,,35.69,,1191.29
2001-08-14,,10.53,,,35.25,17.58,1186.73
2001-08-15,,10.08,,,33.95,17.42,1178.02
2001-08-16,,9.81,,,34.35,17.37,1181.66
2001-08-17,,9.99,,,32.79,17.06,1161.97
2001-08-20,,10.4,,,33.24,17.15,1171.41
2001-08-21,,9.89,,,31.86,16.92,1157.26
2001-08-22,,10.2,,,32.72,17.03,1165.31
2001-08-23,,9.63,,,32.4,16.9,1162.09
2001-08-24,,10.23,,,34.12,17.41,1184.93
2001-08-27,,10.13,,,34.17,17.35,1179.21
2001-08-28,,9.97,,,33.1,17.02,1161.51
2001-08-29,,9.19,,,32.61,16.79,1148.56
2001-08-30,,8.69,,,31.4,16.38,1129.03
2001-08-31,,8.94,,,31.8,16.54,1133.58
2001-09-04,,8.59,,,30.8,16.47,1132.94
2001-09-05,,7.65,,,30.68,16.29,1131.74
2001-09-06,,8.15,,,29.43,15.86,1106.4
2001-09-07,,8.51,,,29.26,15.48,1085.78
2001-09-10,,8.63,,,29.61,15.62,1092.54
2001-09-17,,7.49,,,27.09,14.69,1038.77
2001-09-18,,7.29,,,26.48,14.45,1032.74
2001-09-19,,7.31,,,26.02,14.21,1016.1
2001-09-20,,7.48,,,25.15,13.69,984.54
2001-09-21,,7.48,,,24.48,13.59,965.8
2001-09-24,,7.46,,,25.71,14.31,1003.45
2001-09-25,,7.09,,,25.79,14.36,1012.27
2001-09-26,,6.35,,,24.89,14.01,1007.04
2001-09-27,,6.2,,,24.73,14.11,1018.61
2001-09-28,,5.97,,,25.16,14.49,1040.94
2001-10-01,,6.01,,,24.95,14.44,1038.55
2001-10-02,,6.08,,,25.02,14.62,1051.33
2001-10-03,,6.76,,,26.92,15.19,1072.28
2001-10-04,,7.04,,,27.18,15.29,1069.63
2001-10-05,,7.2,,,27.58,15.37,1071.38
2001-10-08,,7.12,,,27.66,15.22,1062.44
2001-10-09,,6.91,,,26.99,15.04,1056.75
2001-10-10,,7.26,,,28.22,15.52,1080.99
2001-10-11,,7.85,,,30.13,16.04,1097.43
2001-10-12,,8.07,,,30.0,16.02,1091.65
2001-10-15,,8.88,,,29.87,15.91,1089.98
2001-10-16,,9.56,,,30.35,16.14,1097.54
2001-10-17,,8.92,,,28.17,15.73,1077.09
2001-10-18,,8.47,,,28.94,15.66,1068.61
2001-10-19,,8.01,,,29.13,15.77,1073.48
2001-10-22,,8.77,,,29.91,16.07,1089.9
2001-10-23,,9.55,,,30.07,16.05,1084.78
2001-10-24,,7.64,,,30.72,16.16,1085.2
2001-10-25,,7.77,,,31.95,,1100.09
2001-10-26,,7.56,,,31.27,16.45,1104.61
2001-10-29,,7.05,,,29.56,15.92,1078.3
2001-10-30,,6.42,,,28.98,15.58,1059.79
2001-10-31,,6.98,,,29.43,,1059.78
2001-11-01,,6.95,,,30.68,16.0,1084.1
2001-11-02,,6.71,,,30.91,,1087.2
2001-11-05,,6.99,,,31.92,16.39,1102.84
2001-11-06,,7.05,,,33.16,16.67,1118.86
2001-11-07,,7.43,,,33.12,16.63,1115.8
2001-11-08,,6.97,,,32.78,16.76,1118.54
2001-11-09,,7.12,,,32.76,16.82,1120.31
2001-11-12,,7.05,,,32.99,16.88,1118.33
2001-11-13,,7.29,,,34.17,,1139.09
2001-11-14,,9.49,,,34.42,17.53,1141.21
2001-11-15,,9.05,,,34.28,17.52,1142.24
2001-11-16,,8.95,,,34.18,17.47,1138.65
2001-11-19,,9.19,,,35.16,17.75,1151.06
2001-11-20,,8.6,,,33.53,17.46,1142.66
2001-11-21,,8.8,,,33.36,17.39,1137.03
2001-11-23,,9.08,,,34.11,,1150.34
2001-11-26,,12.21,,,34.95,17.8,1157.42
2001-11-27,,11.48,,,34.9,17.73,1149.5
2001-11-28,,11.59,,,33.64,17.23,1128.52
2001-11-29,,11.15,,,34.69,,1140.2
2001-11-30,,11.32,,,34.43,17.33,1139.45
2001-12-03,,10.49,,,33.84,17.13,1129.9
2001-12-04,,11.93,,,35.45,17.51,1144.8
2001-12-05,,11.76,,,37.2,17.99,1170.35
2001-12-06,,12.1,,,37.26,17.92,1167.1
2001-12-07,,11.71,,,36.23,17.71,1158.31
2001-12-10,,11.65,,,35.6,17.28,1139.93
2001-12-11,,12.24,,,35.8,17.3,1136.76
2001-12-12,,11.91,,,36.08,17.34,1137.07
2001-12-13,,10.89,,,34.52,16.99,1119.38
2001-12-14,,11.0,,,34.83,17.1,1123.09
2001-12-17,,10.81,,,35.42,17.27,1134.36
2001-12-18,,10.86,,,35.82,,1142.92
2001-12-19,,10.71,,,35.17,,1149.56
2001-12-20,,10.15,,,33.68,,1139.93
2001-12-21,,10.0,,,34.28,17.24,1144.89
2001-12-24,,9.83,,,34.14,17.22,1144.65
2001-12-26,,11.1,,,34.46,17.31,1149.37
2001-12-27,,10.6,,,34.74,17.45,1157.13
2001-12-28,,10.9,,,35.02,17.6,1161.02
2001-12-31,,10.82,,,33.78,17.36,1148.08
2002-01-02,,10.96,,,34.83,17.48,1154.67
2002-01-03,,11.9,,,36.03,17.72,1165.27
2002-01-04,,12.25,,,36.18,17.8,1172.51
2002-01-07,,12.34,,,35.78,17.69,1164.89
2002-01-08,,11.85,,,36.02,17.55,1160.71
2002-01-09,,11.53,,,35.69,17.44,1155.14
2002-01-10,,11.04,,,35.93,17.46,1156.55
2002-01-11,,11.03,,,35.47,17.17,1145.6
2002-01-14,,10.11,,,34.7,17.04,1138.41
2002-01-15,,10.29,,,35.03,17.12,1146.19
2002-01-16,,9.13,,,33.67,16.79,1127.57
2002-01-17,,9.74,,,34.43,17.02,1138.88
2002-01-18,,10.16,,,33.51,,1127.58
2002-01-22,,12.6,,,32.47,16.61,1119.31
2002-01-23,,12.47,,,33.37,16.76,1128.18
2002-01-24,,14.01,,,33.81,16.79,1132.15
2002-01-25,,14.44,,,33.71,16.77,1133.28
2002-01-28,,15.5,,,33.91,16.73,1133.06
2002-01-29,,14.22,,,32.98,16.12,1100.64
2002-01-30,,13.9,,,33.23,16.27,1113.57
2002-01-31,,14.19,,,33.44,16.44,1130.2
2002-02-01,,13.73,,,33.12,16.29,1122.2
2002-02-04,,12.53,,,32.06,15.72,1094.44
2002-02-05,,11.5,,,31.53,15.54,1090.02
2002-02-06,,11.26,,,31.31,15.5,1083.51
2002-02-07,,11.24,,,30.55,15.49,1080.17
2002-02-08,,12.52,,,31.4,15.83,1096.22
2002-02-11,,13.3,,,31.8,16.09,1111.94
2002-02-12,,12.9,,,31.54,15.95,1107.5
2002-02-13,,13.29,,6.77,32.08,15.99,1118.51
2002-02-14,,13.88,,6.73,32.02,15.93,1116.48
2002-02-15,,13.41,,6.7,31.07,15.57,1104.18
2002-02-19,,13.01,,6.43,30.11,15.17,1083.34
2002-02-20,,12.96,,6.65,30.52,15.33,1097.98
2002-02-21,,13.26,,6.63,29.07,14.98,1080.95
2002-02-22,,13.07,,6.51,29.22,15.04,1089.84
2002-02-25,,13.73,,6.56,30.4,15.45,1109.43
2002-02-26,,14.4,,6.56,30.28,15.37,1109.38
2002-02-27,,14.27,,6.45,29.87,,1109.89
2002-02-28,,14.1,,6.43,29.33,15.26,1106.73
2002-03-01,,15.39,,6.52,31.03,15.62,1131.78
2002-03-04,,16.48,,6.63,32.26,16.09,1153.84
2002-03-05,,15.97,,6.48,32.49,16.06,1146.14
2002-03-06,,16.33,,6.51,32.65,16.31,1162.77
2002-03-07,,15.62,,6.87,32.72,,1157.54
2002-03-08,,16.35,,7.04,33.58,16.47,1164.31
2002-03-11,,16.71,,7.13,33.45,16.46,1168.26
2002-03-12,,16.31,,7.14,32.99,,1165.58
2002-03-13,,15.74,,7.08,32.2,,1154.09
2002-03-14,,14.48,,7.07,32.0,16.05,1153.04
2002-03-15,,14.03,,6.85,32.33,16.26,1166.16
2002-03-18,,15.01,,6.5,32.51,,1165.55
2002-03-19,,14.66,,6.3,32.46,16.3,1170.29
2002-03-20,,14.5,,6.07,31.31,15.98,1151.85
2002-03-21,,15.17,,6.31,32.14,,1153.59
2002-03-22,,15.53,,6.5,31.85,16.02,1148.7
2002-03-25,,14.74,,6.64,30.88,15.73,1131.87
2002-03-26,,14.83,,6.73,31.16,15.78,1138.49
2002-03-27,,14.25,,6.93,30.92,15.92,1144.58
2002-03-28,,14.3,,6.8,31.31,16.0,1147.39
2002-04-01,,14.8,,6.41,31.91,16.08,1146.54
2002-04-02,,14.25,,6.28,30.47,15.77,1136.76
2002-04-03,,13.67,,6.26,30.42,15.62,1125.4
2002-04-04,,13.54,,6.38,30.18,15.65,1126.34
2002-04-05,,13.5,,6.22,29.84,,1122.73
2002-04-08,,13.95,,6.16,30.22,,1125.29
2002-04-09,,13.6,,6.38,29.16,15.39,1117.8
2002-04-10,,13.48,,6.37,29.38,15.47,1130.47
2002-04-11,,12.74,,6.23,28.65,14.97,1103.69
2002-04-12,,13.31,,6.14,29.1,15.19,1111.01
2002-04-15,,13.89,,6.25,29.34,15.13,1102.55
2002-04-16,,14.01,,6.4,30.56,15.61,1128.37
2002-04-17,,14.82,,6.67,30.41,15.53,1126.07
2002-04-18,,14.26,,6.67,29.82,,1124.47
2002-04-19,,14.53,,6.82,29.92,15.39,1125.17
2002-04-22,,14.31,,6.73,29.16,15.07,1107.83
2002-04-23,,14.06,,6.58,28.66,14.86,1100.96
2002-04-24,,16.79,,6.53,28.22,14.7,1093.14
2002-04-25,,16.82,,6.53,28.15,14.65,1091.48
2002-04-26,,16.91,,6.48,26.95,14.38,1076.32
2002-04-29,,16.18,,6.36,27.02,14.24,1065.45
2002-04-30,,16.69,,6.41,27.55,14.37,1076.92
2002-05-01,,16.49,,6.9,27.4,14.54,1086.46
2002-05-02,,16.32,,7.01,26.49,14.42,1084.56
2002-05-03,,16.05,,7.0,25.82,14.19,1073.43
2002-05-06,,16.12,,7.32,25.15,13.85,1052.67
2002-05-07,,16.11,,7.24,24.92,13.73,1049.49
2002-05-08,,17.32,,7.54,27.58,14.56,1088.85
2002-05-09,,17.73,,7.69,26.87,,1073.01
2002-05-10,,16.94,,7.43,25.67,13.88,1054.99
2002-05-13,,17.32,,7.24,26.71,14.2,1074.56
2002-05-14,,18.81,,7.0,28.28,14.66,1097.28
2002-05-15,,19.94,,6.68,28.49,14.6,1091.07
2002-05-16,,19.61,,6.93,28.53,14.69,1098.23
2002-05-17,,19.16,,7.15,28.59,14.93,1106.59
2002-05-20,,19.39,,7.2,27.97,14.67,1091.88
2002-05-21,,18.76,,6.9,27.2,,1079.88
2002-05-22,,18.75,,7.15,27.26,14.43,1086.02
2002-05-23,,19.45,,7.54,27.81,,1097.08
2002-05-24,,19.47,,7.9,27.12,14.35,1083.82
2002-05-28,,19.06,,8.15,27.0,14.16,1074.55
2002-05-29,,18.91,,7.94,26.29,14.0,1067.66
2002-05-30,,18.37,,7.83,26.52,13.99,1064.66
2002-05-31,,18.23,,8.14,26.08,,1067.14
2002-06-03,,17.96,,7.83,25.16,13.55,1040.68
2002-06-04,,17.97,,7.89,25.49,13.53,1040.69
2002-06-05,,17.99,,7.83,25.75,13.68,1049.9
2002-06-06,,18.17,,7.83,25.08,13.36,1029.15
2002-06-07,,18.58,,7.73,24.57,13.27,1027.53
2002-06-10,,17.3,,7.57,24.53,13.3,1030.74
2002-06-11,,17.14,,7.66,23.84,13.02,1013.6
2002-06-12,,17.08,,7.54,24.19,13.16,1020.26
2002-06-13,,17.43,,7.73,24.03,,1009.56
2002-06-14,,16.82,,7.58,23.98,13.0,1007.27
2002-06-17,,18.41,,7.75,24.8,13.51,1036.17
2002-06-18,,18.78,,7.58,25.2,13.48,1037.14
2002-06-19,,18.3,,7.74,23.74,13.18,1019.99
2002-06-20,,17.55,,7.37,22.97,12.88,1006.29
2002-06-21,,17.53,,7.07,22.42,12.6,989.14
2002-06-24,,17.51,,6.91,22.86,12.73,992.72
2002-06-25,,15.34,,6.73,22.11,12.49,976.14
2002-06-26,,15.85,,6.38,22.27,12.46,973.53
2002-06-27,,15.86,,6.73,22.76,12.74,990.64
2002-06-28,,16.25,,7.07,22.66,12.69,989.82
2002-07-01,,13.55,,6.65,21.58,12.26,968.65
2002-07-02,,13.32,,6.32,20.79,11.92,948.09
2002-07-03,,14.25,,6.23,21.49,12.18,953.99
2002-07-05,,15.21,,6.4,22.87,12.8,989.03
2002-07-08,,14.94,,6.67,22.04,12.49,976.98
2002-07-09,,15.6,,6.56,21.41,12.08,952.83
2002-07-10,,14.96,,6.46,20.75,11.61,920.47
2002-07-11,,15.55,,6.2,21.53,11.86,927.37
2002-07-12,,15.43,,5.96,21.53,11.9,921.39
2002-07-15,,15.94,,5.62,22.2,11.84,917.93
2002-07-16,,16.29,,5.45,21.87,11.63,900.94
2002-07-17,,16.16,,5.42,22.27,11.82,906.04
2002-07-18,,15.55,,5.4,21.47,11.51,881.56
2002-07-19,,15.29,,5.31,20.83,11.11,847.75
2002-07-22,,15.5,,5.32,20.32,10.69,819.85
2002-07-23,,14.55,,5.39,19.45,10.25,797.7
2002-07-24,,14.1,,5.92,20.51,10.92,843.43
2002-07-25,,12.49,,5.72,19.32,10.65,838.68
2002-07-26,,12.93,,5.9,19.68,10.9,852.84
2002-07-29,,14.33,,6.16,20.69,11.58,898.96
2002-07-30,,14.77,,6.04,21.11,11.68,902.78
2002-07-31,,14.45,,5.89,20.71,11.69,911.62
2002-08-01,,14.16,,5.62,19.74,11.28,884.66
2002-08-02,,13.84,,5.08,19.32,10.99,864.24
2002-08-05,,12.87,,5.17,18.62,10.51,834.6
2002-08-06,,13.74,,5.32,19.54,10.96,859.57
2002-08-07,,13.6,,5.35,19.8,11.21,876.77
2002-08-08,,13.9,,5.02,20.46,,905.46
2002-08-09,,14.26,,5.13,20.26,11.67,908.64
2002-08-12,,14.46,,5.47,20.32,11.57,903.8
2002-08-13,,13.93,,5.5,19.62,11.29,884.21
2002-08-14,,13.91,,5.82,20.87,,919.62
2002-08-15,,14.62,,6.09,21.3,12.07,930.25
2002-08-16,,14.9,,6.37,21.45,,928.77
2002-08-19,,15.5,,6.72,21.97,12.43,950.7
2002-08-20,,15.98,,7.04,21.87,,937.43
2002-08-21,,15.38,,7.22,22.36,12.51,949.36
2002-08-22,,15.73,,6.9,22.71,12.68,962.7
2002-08-23,,15.17,,6.65,21.84,12.32,940.86
2002-08-26,,14.93,,6.96,21.92,12.42,947.95
2002-08-27,,14.52,,6.94,21.16,12.13,934.82
2002-08-28,,14.57,,7.04,20.39,11.91,917.87
2002-08-29,,15.14,,7.21,20.66,11.95,917.8
2002-08-30,,14.94,,7.0,20.4,,916.07
2002-09-03,,14.6,,6.73,19.66,11.31,878.02
2002-09-04,,14.83,,6.26,19.74,,893.4
2002-09-05,,14.25,,6.46,19.25,11.36,879.15
2002-09-06,,15.31,,6.6,19.84,11.64,893.92
2002-09-09,,16.51,,6.75,20.04,11.74,902.96
2002-09-10,,17.13,,6.87,20.53,11.89,909.58
2002-09-11,,17.11,,7.0,20.36,,909.45
2002-09-12,,16.75,,6.87,19.8,11.59,886.91
2002-09-13,,16.61,,6.6,19.96,,889.81
2002-09-16,,16.71,,6.8,19.67,11.66,891.1
2002-09-17,,17.35,,6.87,19.26,11.44,873.52
2002-09-18,,17.73,,6.77,19.04,11.37,869.46
2002-09-19,,17.21,,6.83,18.74,11.0,843.32
2002-09-20,,15.86,,6.75,18.82,10.98,845.39
2002-09-23,,16.05,,6.7,18.25,10.77,833.7
2002-09-24,,15.93,,6.54,18.26,10.66,819.29
2002-09-25,,15.73,,6.62,18.99,,839.66
2002-09-26,,17.15,,6.95,18.75,11.17,854.95
2002-09-27,,17.01,,7.16,18.5,10.81,827.37
2002-09-30,,15.93,,6.88,17.99,10.59,815.28
2002-10-01,,16.95,,6.73,19.08,11.05,847.91
2002-10-02,,17.01,,6.67,18.45,10.82,827.91
2002-10-03,,16.75,,6.45,18.01,10.63,818.95
2002-10-04,,16.55,,6.5,17.67,10.41,800.58
2002-10-07,,16.64,,6.26,17.5,10.23,785.28
2002-10-08,,16.94,,6.36,17.54,10.45,798.55
2002-10-09,,16.86,,5.88,17.42,10.21,776.76
2002-10-10,,17.96,,6.16,18.3,10.55,803.92
2002-10-11,,18.46,,6.25,19.29,,835.32
2002-10-14,,19.2,,6.31,19.52,11.06,841.44
2002-10-15,,18.94,,6.59,20.46,,881.27
2002-10-16,,19.49,,6.56,19.78,,860.02
2002-10-17,,18.74,,6.66,20.45,11.65,879.2
2002-10-18,,19.04,,6.85,20.67,11.72,884.39
2002-10-21,,19.26,,7.02,21.09,,899.72
2002-10-22,,19.38,,6.45,20.96,11.78,890.16
2002-10-23,,19.75,,6.71,21.36,,896.14
2002-10-24,,19.86,,6.87,20.82,,882.5
2002-10-25,,19.3,,6.85,21.45,11.98,897.65
2002-10-28,,18.59,,6.24,21.26,11.79,890.23
2002-10-29,,18.57,,6.06,20.77,,882.15
2002-10-30,,19.08,,6.06,21.32,11.75,890.71
2002-10-31,,19.36,,6.03,21.32,11.62,885.76
2002-11-01,,19.8,,5.94,21.92,,900.96
2002-11-04,,18.78,,6.09,22.49,11.96,908.35
2002-11-05,,18.72,,6.31,22.66,12.06,915.39
2002-11-06,,19.34,,6.26,22.98,12.16,923.76
2002-11-07,,19.12,,6.22,22.18,11.88,902.65
2002-11-08,,19.51,,5.73,21.77,,894.74
2002-11-11,,19.0,,5.86,21.11,,876.19
2002-11-12,,19.82,,6.19,21.65,,882.95
2002-11-13,,20.41,,6.4,21.91,,882.53
2002-11-14,,21.21,,6.4,22.66,11.94,904.27
2002-11-15,,22.21,,6.79,22.96,12.02,909.83
2002-11-18,,22.42,,6.81,22.62,,900.36
2002-11-19,,21.29,,6.43,22.27,11.71,896.74
2002-11-20,,22.9,,6.48,23.22,,914.15
2002-11-21,,23.4,,6.54,24.08,,933.76
2002-11-22,,23.99,,6.23,24.07,12.14,930.55
2002-11-25,,24.25,,6.25,24.3,,932.87
2002-11-26,,23.4,,6.23,23.49,11.81,913.31
2002-11-27,,24.08,,6.29,24.23,,938.87
2002-11-29,,23.35,,6.26,24.07,,936.31
2002-12-02,,24.11,,6.36,24.31,,934.53
2002-12-03,,23.74,,6.42,23.59,11.87,920.75
2002-12-04,,23.39,,6.33,23.07,11.83,917.58
2002-12-05,,22.58,,6.48,22.75,,906.55
2002-12-06,,22.61,,6.47,22.98,,912.23
2002-12-09,,21.68,,6.11,21.9,,892.0
2002-12-10,,21.86,,6.1,22.23,11.6,904.45
2002-12-11,,22.13,,5.79,22.33,,904.96
2002-12-12,,22.3,,6.09,22.45,,901.58
2002-12-13,,22.18,,5.32,21.74,,889.48
2002-12-16,,22.51,,5.39,22.44,,910.4
2002-12-17,,22.46,,5.02,22.51,11.56,902.99
2002-12-18,,22.1,,4.48,22.04,,891.12
2002-12-19,,21.69,,3.14,21.76,11.26,884.25
2002-12-20,,21.93,,3.19,21.98,11.41,895.76
2002-12-23,,22.24,,3.16,22.29,11.46,897.38
2002-12-24,,21.88,,3.08,22.01,11.4,892.47
2002-12-26,,20.3,,3.1,21.95,11.32,889.66
2002-12-27,,18.86,,3.15,21.55,11.12,875.4
2002-12-30,,19.25,,3.28,21.39,11.16,879.39
2002-12-31,,18.89,,3.3,21.16,11.14,879.82
2003-01-02,,19.57,,3.27,22.05,11.59,909.03
2003-01-03,,20.52,,3.32,22.3,11.58,908.59
2003-01-06,,20.7,,3.33,22.85,11.79,929.01
2003-01-07,,21.55,,3.4,23.14,11.72,922.93
2003-01-08,,21.02,,3.42,22.49,11.54,909.93
2003-01-09,,21.45,,3.57,23.18,11.81,927.57
2003-01-10,,21.32,,3.49,23.53,11.83,927.57
2003-01-13,,22.04,,3.55,23.39,,926.26
2003-01-14,,22.74,,3.33,23.51,11.85,931.66
2003-01-15,,22.27,,3.21,23.22,11.69,918.22
2003-01-16,,21.8,,3.22,22.96,11.61,914.6
2003-01-17,,21.4,,3.22,21.98,11.43,901.78
2003-01-21,,21.08,,3.25,21.73,11.23,887.62
2003-01-22,,21.17,,3.33,21.65,11.13,878.36
2003-01-23,,21.79,,3.28,22.15,11.34,887.34
2003-01-24,,22.11,,3.17,21.55,10.99,861.4
2003-01-27,,21.78,,3.03,21.3,10.78,847.48
2003-01-28,,21.62,,3.03,21.52,10.95,858.54
2003-01-29,,22.08,,3.03,21.84,11.05,864.36
2003-01-30,,21.82,,2.99,21.27,10.75,844.61
2003-01-31,,21.85,,2.86,21.22,10.87,855.7
2003-02-03,,22.16,,2.78,21.26,10.9,860.32
2003-02-04,,22.05,,2.86,21.0,10.7,848.2
2003-02-05,,22.17,,2.78,20.91,10.67,843.59
2003-02-06,,22.09,,2.69,21.02,10.63,838.15
2003-02-07,,21.44,,2.67,20.67,10.5,829.69
2003-02-10,,21.4,,2.6,20.86,10.56,835.97
2003-02-11,,20.78,,2.56,20.97,,829.2
2003-02-12,,21.13,,2.69,20.68,10.35,818.68
2003-02-13,,20.06,,2.67,20.79,10.36,817.37
2003-02-14,,20.06,,2.77,21.26,,834.89
2003-02-18,,21.39,,3.43,21.92,,851.17
2003-02-19,,21.19,,3.5,21.78,10.79,845.13
2003-02-20,,21.36,,3.43,21.69,10.71,837.1
2003-02-21,,21.78,,3.57,21.85,,848.17
2003-02-24,,21.78,,3.48,21.48,10.62,832.58
2003-02-25,,21.88,,3.47,21.51,10.73,838.57
2003-02-26,,21.64,,3.42,21.03,10.57,827.55
2003-02-27,,21.62,,3.45,21.51,,837.28
2003-02-28,,22.01,,3.53,21.85,10.77,841.15
2003-03-03,,21.81,,3.63,21.4,10.64,834.81
2003-03-04,,22.27,,3.5,21.27,10.48,821.99
2003-03-05,,22.42,,3.53,21.32,,829.85
2003-03-06,,22.69,,3.64,21.26,10.55,822.1
2003-03-07,,22.97,,3.68,21.31,10.68,828.89
2003-03-10,,22.88,,3.57,20.85,10.4,807.48
2003-03-11,,22.78,,3.61,20.66,10.34,800.73
2003-03-12,,23.36,,3.7,21.04,,804.19
2003-03-13,,24.42,,3.88,22.24,10.84,831.9
2003-03-14,,24.71,,4.07,22.33,,833.27
2003-03-17,,26.55,,4.09,23.1,11.29,862.79
2003-03-18,,26.78,,4.07,23.38,,866.45
2003-03-19,,26.54,,4.08,23.18,,874.02
2003-03-20,,27.45,,3.97,23.27,11.44,875.67
2003-03-21,,27.93,,4.08,23.59,11.71,895.79
2003-03-24,,26.23,,3.96,22.61,11.28,864.23
2003-03-25,,26.9,,4.01,22.93,11.45,874.74
2003-03-26,,27.76,,4.04,23.06,11.36,869.95
2003-03-27,,27.77,,4.04,22.9,11.35,868.52
2003-03-28,,27.18,,4.05,22.64,,863.5
2003-03-31,,26.03,,4.04,21.92,11.11,848.18
2003-04-01,,25.54,,4.04,22.1,11.22,858.48
2003-04-02,,26.38,,4.1,22.7,11.55,880.9
2003-04-03,,26.65,,4.03,22.99,11.52,876.45
2003-04-04,,26.22,,4.34,22.62,11.51,878.85
2003-04-07,,26.82,,4.36,22.65,11.53,879.93
2003-04-08,,26.52,,4.31,22.63,,878.29
2003-04-09,,25.06,,4.23,22.11,11.35,865.99
2003-04-10,,25.67,,4.15,22.38,11.41,871.58
2003-04-11,,25.75,,4.18,22.15,11.39,868.3
2003-04-14,,25.05,,4.29,22.6,,885.23
2003-04-15,,25.13,,4.22,22.82,11.67,890.81
2003-04-16,,24.38,,4.25,22.77,,879.91
2003-04-17,,24.99,,4.17,23.29,11.7,893.58
2003-04-21,,25.25,,4.24,23.37,11.66,892.01
2003-04-22,,25.58,,4.28,23.82,11.9,911.37
2003-04-23,,25.43,,4.38,23.99,11.96,919.02
2003-04-24,,25.12,,4.17,23.86,11.84,911.43
2003-04-25,,28.97,,4.07,23.4,,898.81
2003-04-28,,29.11,,4.13,23.86,11.87,914.84
2003-04-29,,28.89,,4.27,24.08,11.91,917.84
2003-04-30,,28.69,,4.02,23.83,,916.92
2003-05-01,,28.66,,3.84,24.04,11.86,916.3
2003-05-02,,29.43,,3.79,24.55,12.03,930.08
2003-05-05,,29.96,,4.03,24.53,11.97,926.55
2003-05-06,,30.88,,3.95,24.84,12.1,934.39
2003-05-07,,30.7,,4.47,24.56,12.04,929.62
2003-05-08,,30.45,,4.39,24.11,11.89,920.27
2003-05-09,,30.96,,4.47,24.67,12.07,933.41
2003-05-12,,31.7,,4.62,25.04,12.22,945.11
2003-05-13,,32.95,,4.39,24.88,12.14,942.3
2003-05-14,,32.6,,4.49,24.83,12.09,939.28
2003-05-15,,32.63,,4.37,25.11,12.19,946.67
2003-05-16,,33.05,,4.38,24.92,12.2,944.3
2003-05-19,,31.56,,4.18,24.04,,920.77
2003-05-20,,31.48,,4.07,24.11,,919.73
2003-05-21,,31.75,,4.16,24.04,,923.42
2003-05-22,,33.0,,3.89,24.39,11.95,931.87
2003-05-23,,32.72,,3.96,24.4,,933.22
2003-05-27,,34.85,,4.06,25.27,,951.48
2003-05-28,,34.86,,4.2,25.34,12.12,953.22
2003-05-29,,35.55,,4.2,25.45,12.08,949.64
2003-05-30,,35.89,,4.22,25.87,12.21,963.59
2003-06-02,,35.4,,4.26,25.68,12.2,967.0
2003-06-03,,35.23,,4.25,25.93,12.3,971.56
2003-06-04,,35.39,,4.24,26.41,12.5,986.24
2003-06-05,,35.52,,4.33,26.6,12.58,990.14
2003-06-06,,33.35,,4.34,26.16,12.54,987.76
2003-06-09,,33.68,,4.29,25.81,12.4,975.93
2003-06-10,,34.07,,4.29,26.2,,984.84
2003-06-11,,34.65,,4.29,26.5,12.68,997.48
2003-06-12,,35.2,,4.28,26.61,,998.51
2003-06-13,,34.13,,4.29,26.01,12.56,988.61
2003-06-16,,35.84,,4.44,26.81,12.9,1010.74
2003-06-17,,35.84,,4.67,26.71,12.92,1011.66
2003-06-18,,35.85,,4.67,26.85,12.89,1010.09
2003-06-19,,35.5,,4.56,26.41,12.6,994.7
2003-06-20,,35.04,,4.57,26.38,,995.69
2003-06-23,,35.58,,4.41,25.97,12.42,981.64
2003-06-24,,35.4,,4.5,25.77,,983.45
2003-06-25,,35.39,,4.44,25.63,12.32,975.32
2003-06-26,,36.72,,4.36,26.24,12.48,985.82
2003-06-27,,36.3,,4.22,25.9,12.34,976.22
2003-06-30,,36.32,,4.35,26.0,,974.5
2003-07-01,,37.25,,4.44,26.35,12.39,982.32
2003-07-02,,37.85,,4.58,26.89,12.57,993.75
2003-07-03,,37.92,,4.48,26.55,12.47,985.7
2003-07-07,,39.05,,4.64,27.69,12.77,1004.42
2003-07-08,,40.51,,4.91,28.03,12.84,1007.84
2003-07-09,,40.5,,5.0,27.96,,1002.21
2003-07-10,,38.25,,4.81,27.44,,988.7
2003-07-11,,37.65,,4.73,27.65,12.75,998.14
2003-07-14,,39.27,,4.85,27.98,12.88,1003.86
2003-07-15,,38.43,,4.75,28.01,,1000.42
2003-07-16,,37.68,,4.59,27.92,12.79,994.09
2003-07-17,,36.32,,4.54,27.07,12.59,981.73
2003-07-18,,34.98,,4.56,27.16,12.69,993.32
2003-07-21,,35.33,,4.44,26.81,,978.8
2003-07-22,,34.87,,4.62,27.21,,988.11
2003-07-23,,40.11,,4.46,27.44,12.66,988.61
2003-07-24,,41.31,,4.53,27.07,,981.6
2003-07-25,,41.6,,4.54,27.61,12.83,998.68
2003-07-28,,42.08,,4.75,27.69,12.81,996.52
2003-07-29,,41.39,,4.8,27.48,,989.28
2003-07-30,,40.66,,4.76,27.28,,987.49
